,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.54,70.54,73.01,73.01,70.17,70.17
Public,29.46,29.46,26.99,26.99,29.83,29.83
No. of Shareholders,177.0,191.0,189.0,254.0,235.0,318.0
