,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.01,73.01,73.01,73.01,73.01,73.01,73.01,74.01,70.17,70.17,70.17,70.17
Public,26.99,26.99,26.99,26.99,26.99,26.99,26.99,25.98,29.83,29.83,29.83,29.83
No. of Shareholders,175.0,189.0,201.0,217.0,263.0,254.0,255.0,233.0,259.0,235.0,251.0,318.0
