,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,31,31,33,33,35,35,37,36,36,36,36,36,36
Reserves,442,502,693,813,1261,1614,3035,3452,3737,4085,4227,4837,5258
Borrowings,259,338,240,312,113,222,173,386,316,268,416,167,248
Other Liabilities,173,209,229,226,413,446,470,428,498,403,430,617,713
Total Liabilities,905,1080,1196,1384,1822,2318,3715,4303,4588,4792,5109,5657,6254
Fixed Assets,320,583,645,710,710,833,1019,1227,1584,2023,2312,2427,2468
CWIP,164,106,124,129,212,336,480,638,518,223,130,64,84
Investments,63,2,2,2,22,32,76,169,112,304,308,392,387
Other Assets,359,389,425,543,878,1116,2140,2270,2373,2242,2360,2774,3315
Total Assets,905,1080,1196,1384,1822,2318,3715,4303,4588,4792,5109,5657,6254
