,2012-12-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,48.82,51.24,48.38,48.71,48.93,48.87,48.81,48.84,49.71
FIIs,11.73,19.41,23.96,21.39,21.67,16.35,11.94,11.91,12.82
DIIs,14.93,7.29,6.31,7.13,10.57,16.14,16.15,15.38,14.01
Public,24.53,22.05,21.35,22.77,18.83,18.65,23.1,23.87,23.48
No. of Shareholders,135397.0,44482.0,56647.0,76879.0,71580.0,85509.0,85828.0,153663.0,163753.0
