,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,38.37,29.81,1.92,11.94,43.17,24.78,3.56,26.69,46.58,30.08,2.49,22.77,31.04
Expenses,16.61,28.11,12.09,7.41,29.25,23.54,15.84,18.91,28.19,33.0,14.89,20.01,26.75
Operating Profit,21.76,1.7,-10.17,4.53,13.92,1.24,-12.28,7.78,18.39,-2.92,-12.4,2.76,4.29
OPM %,56.71,5.7,-529.69,37.94,32.24,5.0,-344.94,29.15,39.48,-9.71,-497.99,12.12,13.82
Other Income,-0.74,-0.51,-0.12,3.82,0.11,4.79,-6.15,0.28,0.18,-0.47,2.54,0.72,0.06
Interest,1.05,0.92,1.37,1.03,1.01,0.49,0.74,0.73,0.8,0.39,0.46,0.5,0.84
Depreciation,0.56,0.57,0.6,0.6,0.59,0.61,0.65,0.62,0.63,0.65,0.74,0.68,0.67
Profit before tax,19.41,-0.3,-12.26,6.72,12.43,4.93,-19.82,6.71,17.14,-4.43,-11.06,2.3,2.84
Tax %,0.1,3.33,5.46,0.15,-0.48,-0.41,-2.67,2.38,1.05,1.81,5.79,2.61,21.83
Net Profit,19.39,-0.29,-11.59,6.71,12.49,4.95,-20.35,6.55,16.96,-4.35,-10.42,2.24,2.22
EPS in Rs,37.85,-0.57,-22.62,13.1,24.38,9.66,-39.72,12.79,33.11,-8.49,-20.34,4.37,4.33
