,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,0,0,0,9
Reserves,11,12,14,8
Borrowings,3,2,3,6
Other Liabilities,10,7,6,5
Total Liabilities,25,22,23,26
Fixed Assets,0,0,0,0
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,25,22,23,26
Total Assets,25,22,23,26
