,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,54.0,62,30,28
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,54.0,62,30,28
Working Capital Days,35.0,43,27,43
ROCE %,,10,18,14
