,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,30.0,33,17,23,17,44
Inventory Days,136.0,238,276,389,304,394
Days Payable,122.0,137,159,163,165,196
Cash Conversion Cycle,43.0,133,135,248,156,241
Working Capital Days,36.0,96,97,157,123,192
ROCE %,,17,14,22,26,25
