,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,0,-12,-7,0,-129,0
Cash from Investing Activity,0,-200,1,-386,-129,0,129,0
Cash from Financing Activity,0,200,288,109,136,0,0,0
Net Cash Flow,0,0,289,-289,0,0,0,0
