,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.37,0.22,0.37,1.14,0.79,0.61,0.59,0.00,0.00
Expenses,0.34,0.29,0.42,0.13,0.15,0.19,130.26,1.0,0.81,0.67,547.83,0.02,1.79
Operating Profit,-0.34,-0.29,-0.42,-0.13,0.22,0.03,-129.89,0.14,-0.02,-0.06,-547.24,-0.02,-1.79
OPM %,,,,,59.46,13.64,-35105.41,12.28,-2.53,-9.84,-92752.54,,
Other Income,0.00,0.00,0.00,0.00,0.28,0.04,0.0,0.0,0.0,0.0,0.02,0.01,0.00
Interest,3.81,3.72,3.64,3.68,3.72,3.73,3.64,3.68,3.72,3.73,6.31,0.00,0.00
Depreciation,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00
Profit before tax,-4.15,-4.01,-4.06,-3.81,-3.22,-3.66,-133.53,-3.54,-3.74,-3.79,-553.53,-0.01,-1.79
Tax %,27.23,0.00,169.46,0.00,0.0,-6.56,0.21,0.0,0.0,0.0,0.0,0.00,0.00
Net Profit,-3.02,-4.01,2.82,-3.81,-3.22,-3.9,-133.25,-3.54,-3.74,-3.79,-553.53,-0.01,-1.79
EPS in Rs,-0.05,-0.06,0.04,-0.06,-0.05,-0.06,-2.09,-0.06,-0.06,-0.06,-8.7,-0.00,-0.03
