,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.06,58.06,50.5,50.5,50.5,63.46,63.45,63.45
FIIs,0.0,0.16,0.14,0.13,0.13,0.13,0.09,0.02
DIIs,0.05,0.1,0.02,0.02,0.02,0.01,0.01,0.01
Public,41.89,41.68,49.33,49.35,49.35,36.4,36.43,36.52
No. of Shareholders,12250.0,13237.0,33361.0,32127.0,31180.0,33438.0,31090.0,30491.0
