,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.21,74.25,74.25,74.25,74.25,74.25,74.26,74.26
FIIs,12.96,11.93,9.48,9.48,9.46,1.66,2.44,2.6
DIIs,8.71,9.36,11.91,11.69,11.76,6.01,5.95,7.99
Public,4.12,4.46,4.36,4.58,4.53,18.08,17.34,15.14
No. of Shareholders,4019.0,5001.0,5101.0,5176.0,5792.0,29026.0,30942.0,30263.0
