,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,38.45,35.89,36.98,31.91,29.26,33.0,32.89,31.26
FIIs,1.5,18.12,25.83,26.1,26.97,21.89,14.56,14.38
DIIs,0.24,0.14,0.03,0.05,1.4,1.4,1.38,1.43
Public,59.81,45.85,37.16,40.04,39.14,38.84,46.33,48.1
Others,0.0,0.0,0.0,1.9,3.23,4.87,4.85,4.85
No. of Shareholders,87814.0,79876.0,80537.0,83235.0,83134.0,192174.0,213677.0,220985.0
