,2023-03-01,2023-09-01
Equity Capital,10.2,10.2
Reserves,,8.1
Borrowings,,0.22
Other Liabilities,,1.38
Total Liabilities,,19.9
Fixed Assets,,2.03
CWIP,,0.0
Investments,,0.65
Other Assets,,17.22
Total Assets,,19.9
