,2011-03-01,2012-03-01,2014-03-01,2015-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,75.0,71,79.0,77,95.0,112,99,102,73
Inventory Days,122.0,141,134.0,175,208.0,139,140,121,183
Days Payable,77.0,90,0.0,0,104.0,82,77,78,116
Cash Conversion Cycle,120.0,123,212.0,251,199.0,169,161,145,140
Working Capital Days,102.0,89,86.0,100,175.0,152,143,115,135
ROCE %,,20,,32,,6,-2,15,-2
