,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.3,0.12,0.32,0.47,0.21,0.09,0.07,0.06,0.05,0.43,0.87,1.95,0.93
Expenses,0.4,0.25,3.44,0.68,0.23,0.21,1.77,0.17,0.16,0.52,1.07,2.14,1.04
Operating Profit,-0.1,-0.13,-3.12,-0.21,-0.02,-0.12,-1.7,-0.11,-0.11,-0.09,-0.2,-0.19,-0.11
OPM %,-33.33,-108.33,-975.0,-44.68,-9.52,-133.33,-2428.57,-183.33,-220.0,-20.93,-22.99,-9.74,-11.83
Other Income,0.06,0.1,0.05,0.1,0.3,0.07,0.09,0.06,0.04,0.18,0.23,0.05,0.05
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.01
Profit before tax,-0.06,-0.05,-3.09,-0.13,0.27,-0.08,-1.63,-0.06,-0.08,0.07,0.02,-0.15,-0.07
Tax %,0.0,0.0,0.0,0.0,22.22,75.0,0.0,0.0,-12.5,0.0,0.0,-6.67,0.0
Net Profit,-0.07,-0.05,-3.09,-0.13,0.21,-0.01,-1.63,-0.06,-0.09,0.07,0.01,-0.17,-0.07
EPS in Rs,-0.09,-0.06,-3.81,-0.16,0.26,-0.01,-2.01,-0.07,-0.11,0.09,0.01,-0.21,-0.09
