,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-2,-14,0,34,6
Cash from Investing Activity,0,0,-6,-28,-11
Cash from Financing Activity,0,18,4,0,26
Net Cash Flow,-2,4,-2,6,21
