,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,184.91,225.69,196.29,181.43,220.93,209.19,170.76,193.26,244.87,199.35,185.5,184.31,174.48
Expenses,159.71,192.64,183.26,156.93,192.61,190.77,169.23,177.48,220.62,185.7,181.73,176.43,159.24
Operating Profit,25.2,33.05,13.03,24.5,28.32,18.42,1.53,15.78,24.25,13.65,3.77,7.88,15.24
OPM %,13.63,14.64,6.64,13.5,12.82,8.81,0.9,8.17,9.9,6.85,2.03,4.28,8.73
Other Income,1.77,1.51,8.04,0.81,1.53,0.96,27.35,1.33,2.56,2.35,2.85,2.37,1.68
Interest,8.47,6.27,7.49,6.07,7.0,5.82,4.21,5.22,6.32,5.72,4.82,6.09,7.24
Depreciation,10.26,10.23,9.62,9.02,10.17,9.85,12.25,9.47,9.53,9.38,9.65,8.58,10.29
Profit before tax,8.24,18.06,3.96,10.22,12.68,3.71,12.42,2.42,10.96,0.9,-7.85,-4.42,-0.61
Tax %,52.67,-102.66,14.39,8.51,21.06,23.99,-2.33,109.09,32.21,74.44,16.05,-9.73,-142.62
Net Profit,3.9,36.59,3.38,9.35,10.01,2.81,12.71,-0.23,7.43,0.24,-6.59,-4.85,-1.49
EPS in Rs,1.76,16.55,1.53,4.23,4.53,1.27,5.75,-0.1,3.36,0.11,-2.98,-2.19,-0.67
