,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22,22,22,22,22,22,22,22,22,22,22,22,22
Reserves,40,37,34,44,9,188,276,300,309,336,369,371,364
Borrowings,376,378,357,317,294,255,260,230,220,274,223,205,165
Other Liabilities,168,147,146,157,170,177,158,190,218,226,164,184,328
Total Liabilities,606,585,559,540,496,643,716,742,770,858,778,782,879
Fixed Assets,316,315,292,271,255,388,399,420,510,484,473,449,437
CWIP,18,9,10,4,2,8,14,14,1,2,4,16,41
Investments,0,0,0,0,0,2,2,2,2,3,3,3,3
Other Assets,272,260,257,266,239,246,301,306,257,369,299,314,397
Total Assets,606,585,559,540,496,643,716,742,770,858,778,782,879
