,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.23,0.64,0.73,0.25,0.54,1.17,1.04,1.17,0.87,0.84,1.01,1.06,1.25
Expenses,0.64,0.7,1.21,0.57,0.82,1.3,1.43,1.4,1.44,1.32,1.42,1.83,2.3
Operating Profit,-0.41,-0.06,-0.48,-0.32,-0.28,-0.13,-0.39,-0.23,-0.57,-0.48,-0.41,-0.77,-1.05
OPM %,-178.26,-9.38,-65.75,-128.0,-51.85,-11.11,-37.5,-19.66,-65.52,-57.14,-40.59,-72.64,-84.0
Other Income,0.01,0.08,0.22,0.02,-0.03,0.27,-0.76,0.29,0.28,0.39,0.48,0.53,0.6
Interest,0.32,0.32,0.4,0.41,0.72,0.82,0.99,0.94,0.76,0.97,0.73,0.83,0.73
Depreciation,0.3,0.3,0.3,0.34,0.34,0.32,0.29,0.2,0.15,0.14,0.14,0.2,0.23
Profit before tax,-1.02,-0.6,-0.96,-1.05,-1.37,-1.0,-2.43,-1.08,-1.2,-1.2,-0.8,-1.27,-1.41
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-1.02,-0.61,-0.96,-1.05,-1.37,-1.0,-2.44,-1.07,-1.2,-1.2,-0.8,-1.27,-1.41
EPS in Rs,-145.92,-87.27,-137.34,-150.21,-195.99,-143.06,-349.07,-153.08,-171.67,-171.67,-114.45,-181.69,-201.72
