,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.81,14.11,16.38,17.23,17.2,14.9,20.06,17.65,14.67,18.1,13.89,16.58,15.58
Expenses,9.62,9.94,11.83,8.65,8.64,9.4,85.78,7.91,7.19,14.05,10.69,9.56,10.05
Operating Profit,6.19,4.17,4.55,8.58,8.56,5.5,-65.72,9.74,7.48,4.05,3.2,7.02,5.53
OPM %,39.15,29.55,27.78,49.8,49.77,36.91,-327.62,55.18,50.99,22.38,23.04,42.34,35.49
Other Income,0.7,0.25,0.7,1.21,0.37,-0.02,120.6,0.68,1.11,0.32,0.76,4.61,8.04
Interest,3.32,3.19,2.97,2.96,2.87,2.74,2.57,2.34,2.23,2.08,2.26,1.74,1.64
Depreciation,4.76,4.76,4.77,4.13,4.16,4.16,4.17,3.67,3.82,3.9,4.24,3.62,3.66
Profit before tax,-1.19,-3.53,-2.49,2.7,1.9,-1.42,48.14,4.41,2.54,-1.61,-2.54,6.27,8.27
Tax %,-35.29,-31.16,43.78,40.74,21.05,-71.13,24.18,23.81,19.69,-24.22,16.14,22.01,-11.25
Net Profit,-1.61,-4.63,-1.4,1.6,1.5,-2.43,36.5,3.36,2.04,-2.0,-2.13,4.89,9.2
EPS in Rs,-0.08,-0.23,-0.07,0.08,0.07,-0.12,1.78,0.16,0.1,-0.1,-0.1,0.24,0.45
