,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,12,13,17,22,28,33,48,64,82,96,107,127,148
Borrowings,12,18,20,20,14,35,30,12,9,4,38,40,11
Other Liabilities,28,31,24,31,28,30,28,22,31,20,18,20,21
Total Liabilities,57,68,66,78,75,103,111,103,127,124,168,193,186
Fixed Assets,32,36,34,35,35,35,40,40,46,44,47,49,48
CWIP,0,0,0,0,0,0,0,0,0,3,5,6,8
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,25,32,31,43,41,68,70,63,81,77,115,138,129
Total Assets,57,68,66,78,75,103,111,103,127,124,168,193,186
