,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,143.96,175.02,200.64,159.7,154.81,238.69,199.69,193.76,200.27,221.67,181.18,211.82,133.46
Expenses,140.91,169.91,197.77,157.07,151.69,231.34,193.47,190.06,192.83,210.85,171.94,193.69,120.78
Operating Profit,3.05,5.11,2.87,2.63,3.12,7.35,6.22,3.7,7.44,10.82,9.24,18.13,12.68
OPM %,2.12,2.92,1.43,1.65,2.02,3.08,3.11,1.91,3.71,4.88,5.1,8.56,9.5
Other Income,0.45,0.72,0.38,1.14,0.36,1.22,0.64,1.15,1.79,0.97,0.53,0.72,1.12
Interest,0.23,0.25,0.23,0.24,0.2,0.93,0.74,0.74,0.95,0.81,1.03,0.55,0.22
Depreciation,0.84,0.87,0.88,0.9,0.9,0.95,0.98,1.03,1.07,1.08,0.99,1.15,1.12
Profit before tax,2.43,4.71,2.14,2.63,2.38,6.69,5.14,3.08,7.21,9.9,7.75,17.15,12.46
Tax %,23.46,24.42,30.84,25.48,24.37,24.66,31.71,32.14,26.07,21.62,27.35,26.65,21.75
Net Profit,1.85,3.57,1.48,1.95,1.8,5.05,3.5,2.08,5.33,7.75,5.63,12.58,9.75
EPS in Rs,0.37,0.71,0.3,0.39,0.36,1.01,0.7,0.42,1.06,1.55,1.12,2.51,1.95
