,2011-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Reserves,0.8,0.86,0.78,0.79,0.79,0.87,0.89,0.88,0.65,0.59,0.48,0.28,-7.19
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.26,0.26
Other Liabilities,0.1,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.26,0.08,0.06,0.09,0.39
Total Liabilities,10.9,10.93,10.85,10.85,10.85,10.93,10.96,10.95,10.91,10.83,10.7,10.63,3.46
Fixed Assets,7.02,6.97,6.93,6.93,6.95,6.92,6.9,6.86,6.82,6.78,6.74,6.71,1.64
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
Other Assets,3.26,3.34,3.29,3.29,3.27,3.38,3.43,3.46,3.46,3.42,3.33,3.29,1.19
Total Assets,10.9,10.93,10.85,10.85,10.85,10.93,10.96,10.95,10.91,10.83,10.7,10.63,3.46
