,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.17,6.46,6.2,2.74,6.37,6.7,8.3,6.28,8.48,8.59,7.7,7.24,8.42
Expenses,5.34,5.73,5.88,2.66,5.6,6.16,7.88,5.67,7.48,7.76,7.3,6.54,7.59
Operating Profit,0.83,0.73,0.32,0.08,0.77,0.54,0.42,0.61,1.0,0.83,0.4,0.7,0.83
OPM %,13.45,11.3,5.16,2.92,12.09,8.06,5.06,9.71,11.79,9.66,5.19,9.67,9.86
Other Income,0.02,0.01,-0.17,0.06,0.05,0.32,0.04,0.01,0.18,0.26,0.25,0.17,0.15
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.11,0.11,0.02,0.11,0.11,0.17,0.13,0.17,0.18,0.18,0.13,0.18,0.19
Profit before tax,0.74,0.63,0.13,0.03,0.71,0.69,0.33,0.45,1.0,0.91,0.52,0.69,0.79
Tax %,27.03,26.98,69.23,33.33,26.76,21.74,33.33,17.78,21.0,17.58,51.92,24.64,10.13
Net Profit,0.54,0.46,0.04,0.03,0.51,0.55,0.22,0.36,0.79,0.74,0.25,0.53,0.71
EPS in Rs,1.02,0.87,0.08,0.06,0.97,1.04,0.42,0.68,1.5,1.4,0.47,1.01,1.35
