,2015-12-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.46,72.71,73.38,73.38,73.38,74.13,74.13,74.13,74.13
FIIs,0.64,0.68,2.17,1.7,1.0,1.11,1.18,1.32,1.44
DIIs,1.35,1.39,1.33,0.88,0.58,0.44,0.44,0.44,0.44
Public,24.55,25.22,23.12,24.04,25.04,24.32,24.25,24.12,23.99
No. of Shareholders,23916.0,23280.0,23477.0,22725.0,20606.0,20101.0,20787.0,21530.0,20788.0
