,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,23,23,23,23,23,24,24,24,24,24,24,47,47.0
Reserves,226,271,341,410,601,685,959,827,714,768,1012,1270,1245.0
Preference Capital,0,0,0,10,0,0,0,0,0,0,0,0,
Borrowings,1364,1386,1296,1292,1398,1464,1520,1441,1164,926,1103,1157,1377.0
Other Liabilities,175,243,289,315,262,293,293,321,312,351,435,416,416.0
Total Liabilities,1788,1923,1949,2040,2285,2466,2795,2612,2214,2069,2574,2890,3085.0
Fixed Assets,859,1044,1007,1035,1100,1175,1099,1150,1027,921,943,1115,1486.0
CWIP,251,12,14,126,37,15,39,5,7,7,143,183,28.0
Investments,21,55,71,91,180,185,465,325,91,122,126,124,161.0
Other Assets,657,812,856,788,968,1090,1191,1133,1088,1018,1361,1468,1411.0
Total Assets,1788,1923,1949,2040,2285,2466,2795,2612,2214,2069,2574,2890,3085.0
