,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,14,19
Reserves,10,11,12,6,53
Borrowings,29,39,52,56,36
Other Liabilities,16,15,18,18,21
Total Liabilities,56,65,83,94,129
Fixed Assets,19,19,19,18,30
CWIP,0,0,0,0,0
Investments,0,0,0,0,0
Other Assets,36,46,64,76,99
Total Assets,56,65,83,94,129
