,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,46.0,63,44,81,51
Inventory Days,52.0,67,68,74,62
Days Payable,44.0,80,61,108,47
Cash Conversion Cycle,54.0,49,51,47,66
Working Capital Days,45.0,49,47,54,157
ROCE %,,39,42,40,19
