,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,85.88,107.62,96.05,105.71,143.05,117.57,124.32,104.38,154.28,129.7,104.17,108.91,168.9
Expenses,63.18,63.66,47.67,82.29,108.72,93.0,115.66,104.02,176.19,121.24,93.83,100.06,159.29
Operating Profit,22.7,43.96,48.38,23.42,34.33,24.57,8.66,0.36,-21.91,8.46,10.34,8.85,9.61
OPM %,26.43,40.85,50.37,22.15,24.0,20.9,6.97,0.34,-14.2,6.52,9.93,8.13,5.69
Other Income,0.42,0.21,0.21,0.24,0.8,0.08,0.32,0.28,0.03,0.64,0.02,0.42,0.07
Interest,0.25,0.15,0.14,0.16,0.4,0.73,2.91,3.68,3.68,3.83,3.24,4.3,3.81
Depreciation,3.71,3.78,3.87,3.39,4.38,3.88,3.37,3.85,4.67,4.3,4.72,4.44,5.13
Profit before tax,19.16,40.24,44.58,20.11,30.35,20.04,2.7,-6.89,-30.23,0.97,2.4,0.53,0.74
Tax %,25.16,26.27,25.86,25.51,26.49,24.55,51.11,0.0,29.21,49.48,75.83,43.4,14.86
Net Profit,14.33,29.68,33.04,14.99,22.31,15.12,1.32,-6.89,-21.4,0.49,0.57,0.31,0.63
EPS in Rs,16.73,34.66,38.58,17.5,26.05,17.65,1.54,-8.04,-24.99,0.57,0.67,0.36,0.74
