,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,93,26,-84,77
Cash from Investing Activity,-59,-28,-100,-41
Cash from Financing Activity,-36,2,183,-36
Net Cash Flow,-2,0,-1,1
