,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,31.0,37,33,35
Inventory Days,113.0,314,321,201
Days Payable,20.0,71,43,35
Cash Conversion Cycle,124.0,280,311,202
Working Capital Days,80.0,137,228,167
ROCE %,,50,20,-4
