,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,36.86,38.85,38.85,38.85,38.85,38.85,38.85
Public,63.14,61.15,61.15,61.15,61.15,61.14,61.15
No. of Shareholders,60.0,60.0,52.0,49.0,59.0,70.0,81.0
