,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,137.0,99,128,119,114,124,108,111,117,134,142
Inventory Days,284.0,145,207,246,172,209,189,178,201,157,238
Days Payable,210.0,135,169,147,175,201,181,117,128,121,125
Cash Conversion Cycle,211.0,109,167,218,110,132,116,172,190,170,255
Working Capital Days,160.0,72,90,139,93,127,87,102,122,127,144
ROCE %,,17,17,15,16,4,13,19,21,17,23
