,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,59.21,78.94,128.87,45.02,61.13,104.2,157.22,46.46,72.38,114.31,168.84,64.22,95.15
Expenses,52.36,63.25,98.15,46.85,58.16,85.9,129.83,48.01,62.99,94.0,133.14,64.55,80.89
Operating Profit,6.85,15.69,30.72,-1.83,2.97,18.3,27.39,-1.55,9.39,20.31,35.7,-0.33,14.26
OPM %,11.57,19.88,23.84,-4.06,4.86,17.56,17.42,-3.34,12.97,17.77,21.14,-0.51,14.99
Other Income,0.78,1.6,-0.41,2.04,0.66,1.02,2.33,2.07,2.19,3.86,5.1,1.23,1.37
Interest,2.51,2.72,2.4,1.78,2.02,2.59,2.22,2.06,2.27,2.99,2.6,1.98,2.99
Depreciation,2.13,2.15,2.22,2.22,2.05,2.55,2.87,2.45,2.6,2.67,2.94,2.72,2.66
Profit before tax,2.99,12.42,25.69,-3.79,-0.44,14.18,24.63,-3.99,6.71,18.51,35.26,-3.8,9.98
Tax %,54.18,18.6,7.59,1.58,-163.64,4.09,4.75,-3.76,15.8,8.27,5.79,11.58,14.33
Net Profit,1.37,10.12,23.74,-3.73,-1.16,13.6,23.46,-4.14,5.64,16.97,33.22,-3.37,8.54
EPS in Rs,1.16,8.55,20.0,-3.14,-0.98,11.45,19.65,-3.47,4.72,14.21,27.61,-2.8,7.1
