,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Public,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.01
No. of Shareholders,294.0,307.0,308.0,292.0,291.0,291.0,1561.0,1775.0,2338.0
