,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,12.93,12.8,18.39,20.63,17.28,17.29,21.48,30.54,31.34,26.06,29.55,25.65,24.14
Expenses,12.69,12.47,17.56,19.64,16.2,16.48,20.47,29.33,30.18,25.05,27.8,24.95,23.55
Operating Profit,0.24,0.33,0.83,0.99,1.08,0.81,1.01,1.21,1.16,1.01,1.75,0.7,0.59
OPM %,1.86,2.58,4.51,4.8,6.25,4.68,4.7,3.96,3.7,3.88,5.92,2.73,2.44
Other Income,0.69,0.51,0.26,0.51,0.21,0.4,0.4,0.22,0.24,0.36,0.18,0.01,0.07
Interest,0.39,0.44,0.48,0.77,0.75,0.67,0.64,0.65,0.54,0.51,0.43,0.27,0.38
Depreciation,0.15,0.16,0.17,0.21,0.24,0.23,0.19,0.18,0.25,0.36,0.27,0.21,0.19
Profit before tax,0.39,0.24,0.44,0.52,0.3,0.31,0.58,0.6,0.61,0.5,1.23,0.23,0.09
Tax %,28.21,33.33,31.82,15.38,33.33,32.26,27.59,26.67,22.95,22.0,26.02,26.09,
Net Profit,0.29,0.17,0.3,0.45,0.19,0.21,0.42,0.44,0.46,0.38,0.92,0.17,0.06
EPS in Rs,1.71,1.0,1.76,2.65,1.09,1.21,2.41,2.53,2.64,2.18,5.29,0.98,0.35
