,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,27,27,27,27,27,27,27,27,27,28,28,28,28
Reserves,406,466,480,491,447,479,488,477,549,640,715,729,751
Borrowings,0,211,368,382,428,391,372,518,585,632,628,621,623
Other Liabilities,201,265,267,312,291,316,333,393,432,558,558,612,693
Total Liabilities,633,969,1142,1212,1192,1213,1220,1414,1593,1858,1928,1990,2095
Fixed Assets,352,349,515,757,744,814,831,821,915,980,1141,1170,1181
CWIP,19,214,255,31,71,49,5,73,21,112,10,17,28
Investments,1,36,36,36,20,28,36,33,65,71,104,78,81
Other Assets,260,370,337,388,358,323,348,487,591,694,673,725,805
Total Assets,633,969,1142,1212,1192,1213,1220,1414,1593,1858,1928,1990,2095
