,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.52,69.87,65.18,65.47,62.04,58.16,42.36,39.39
FIIs,5.73,0.84,8.4,4.55,3.71,4.11,4.0,3.91
DIIs,8.9,8.74,7.69,7.83,7.42,5.9,5.14,5.5
Public,15.85,20.55,18.73,22.15,26.83,31.83,48.5,51.19
No. of Shareholders,8751.0,18162.0,17327.0,15571.0,18992.0,25614.0,27815.0,30725.0
