,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,43,8,-15,61,106,111,77,108,379,98,59,136
Cash from Investing Activity,-3,-9,-5,-15,-30,-31,-28,-64,-386,-84,-210,-25
Cash from Financing Activity,-38,3,16,-41,-75,-65,-52,-44,-1,-12,161,-115
Net Cash Flow,2,2,-4,5,0,16,-3,1,-7,1,10,-3
