,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,36.21,36.0,35.87,35.85,35.76,35.26,35.17,35.13
FIIs,36.69,38.99,38.81,39.67,38.32,34.27,26.87,26.22
DIIs,13.13,12.45,11.66,13.2,14.39,18.05,25.68,27.03
Government,0.22,0.22,0.17,0.17,0.17,0.17,0.17,0.17
Public,13.7,12.3,13.49,11.11,11.36,12.25,12.07,11.44
Others,0.06,0.04,0.01,0.01,0.01,0.0,0.0,0.0
No. of Shareholders,506079.0,430963.0,483774.0,455664.0,530921.0,731453.0,936534.0,885590.0
