,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,86,94,94,94,94
Reserves,155,192,192,178,189
Borrowings,0,0,0,0,10
Other Liabilities,9,82,77,72,124
Total Liabilities,250,368,363,345,417
Fixed Assets,14,125,101,111,119
CWIP,0,0,0,0,0
Investments,60,80,63,7,1
Other Assets,177,163,199,226,297
Total Assets,250,368,363,345,417
