,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-104,110,-70,-58
Cash from Investing Activity,112,-118,39,87
Cash from Financing Activity,-1,47,0,-3
Net Cash Flow,7,40,-31,26
