,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.01,72.2,72.91,72.91,73.09,73.09
FIIs,0.3,0.3,0.0,0.3,0.44,0.33
DIIs,8.22,6.95,3.75,1.68,2.26,0.57
Public,31.47,20.55,23.34,25.1,24.21,26.0
No. of Shareholders,7997.0,8555.0,15320.0,32549.0,26688.0,25853.0
