,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,15,59,66,73,79,81,84,87,78,70,61,45,41
Borrowings,8,0,0,0,0,0,0,0,64,57,53,46,42
Other Liabilities,77,14,17,20,33,31,46,45,33,23,27,27,27
Total Liabilities,118,91,101,111,130,131,149,151,194,169,161,138,129
Fixed Assets,39,17,18,18,24,25,24,22,81,69,58,47,44
CWIP,0,0,1,1,0,1,1,1,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,79,73,83,93,105,105,125,128,112,100,103,91,84
Total Assets,118,91,101,111,130,131,149,151,194,169,161,138,129
