,2022-09-01,2023-03-01,2023-09-01
Sales,8.36,14.18,10.26
Expenses,5.86,8.77,6.64
Operating Profit,2.5,5.41,3.62
OPM %,29.9,38.15,35.28
Other Income,0.89,0.34,0.41
Interest,0.92,1.72,1.35
Depreciation,0.52,0.53,0.51
Profit before tax,1.95,3.5,2.17
Tax %,25.13,26.57,25.81
Net Profit,1.45,2.57,1.61
EPS in Rs,3.85,6.82,4.27
