,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,90.72,65.23,67.38,74.72,74.34,79.12,88.18,79.93,58.69,68.32,79.57,57.93,60.34
Expenses,81.37,58.83,58.41,62.44,63.05,67.02,73.17,65.4,50.45,55.95,67.03,50.19,58.31
Operating Profit,9.35,6.4,8.97,12.28,11.29,12.1,15.01,14.53,8.24,12.37,12.54,7.74,2.03
OPM %,10.31,9.81,13.31,16.43,15.19,15.29,17.02,18.18,14.04,18.11,15.76,13.36,3.36
Other Income,0.56,2.6,-0.26,1.28,0.69,2.19,0.4,0.45,0.62,0.5,-13.01,0.18,6.64
Interest,7.32,6.93,7.65,6.81,6.52,6.52,5.68,5.33,5.38,3.3,4.44,4.14,3.84
Depreciation,6.18,6.15,5.71,5.91,6.09,5.97,5.86,5.91,6.15,6.3,6.21,5.59,5.5
Profit before tax,-3.59,-4.08,-4.65,0.84,-0.63,1.8,3.87,3.74,-2.67,3.27,-11.12,-1.81,-0.67
Tax %,-36.77,-2.45,-12.47,171.43,-147.62,95.56,56.85,56.95,0.0,71.56,-20.77,0.55,-635.82
Net Profit,-4.91,-4.18,-5.22,-0.6,-1.56,0.07,1.68,1.61,-2.67,0.93,-13.44,-1.8,-4.93
EPS in Rs,-0.3,-0.26,-0.32,-0.04,-0.1,0.0,0.1,0.1,-0.16,0.06,-0.83,-0.11,-0.3
