,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,27.85,27.64,27.95,27.95,27.95,27.95,27.95,26.95
FIIs,0.05,0.3,0.25,0.25,0.25,0.3,0.0,0.0
DIIs,1.23,0.69,0.63,0.03,0.0,0.0,0.0,0.0
Public,70.87,71.37,71.17,71.77,71.8,71.76,72.04,73.05
No. of Shareholders,59852.0,70534.0,70126.0,64856.0,61534.0,74963.0,70446.0,69417.0
