,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,6,6,6,6,6,6,6,6,6,6
Reserves,119,130,143,179,204,404,526,693,695,845,1143,1235,1383
Borrowings,75,73,102,95,89,68,10,7,24,9,7,3,2
Other Liabilities,86,95,100,108,121,141,186,209,212,251,330,248,289
Total Liabilities,286,303,352,387,421,619,728,916,937,1111,1487,1493,1680
Fixed Assets,108,121,128,158,164,183,203,238,376,389,427,428,413
CWIP,6,5,20,3,3,8,23,12,10,17,21,19,27
Investments,18,22,22,23,27,211,282,394,264,365,547,625,947
Other Assets,155,156,181,204,227,216,220,272,287,340,492,421,293
Total Assets,286,303,352,387,421,619,728,916,937,1111,1487,1493,1680
