,2010-03-01,2011-03-01,2012-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-1,0,4,3,15,11,-9,13,11
Cash from Investing Activity,-2,-8,-11,-3,-2,-15,-10,-1,0,-8
Cash from Financing Activity,2,10,10,-1,0,1,-3,13,-6,-12
Net Cash Flow,0,1,0,0,0,1,-2,2,6,-9
