,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99
FIIs,8.91,2.64,1.61,1.47,1.47,0.76,0.84,2.0
DIIs,2.48,2.54,2.46,2.4,3.13,1.7,3.26,2.21
Public,23.61,29.82,30.94,31.14,30.4,32.55,30.9,30.8
No. of Shareholders,119808.0,127042.0,120188.0,111866.0,108368.0,121676.0,114102.0,125807.0
