,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,14.49,15.69,34.4,30.25
Expenses,14.81,17.24,23.0,18.91
Operating Profit,-0.32,-1.55,11.4,11.34
OPM %,-2.21,-9.88,33.14,37.49
Other Income,1.69,0.13,0.04,0.04
Interest,0.08,0.06,0.01,0.0
Depreciation,0.98,0.79,0.84,0.7
Profit before tax,0.31,-2.27,10.59,10.68
Tax %,0.0,1.32,18.41,25.19
Net Profit,0.31,-2.24,8.64,8.0
EPS in Rs,0.62,-4.48,17.28,4.6
