,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,100.76,130.04,42.02,80.48
Inventory Days,162.68,52.04,37.1,297.34
Days Payable,70.08,98.82,78.57,91.31
Cash Conversion Cycle,193.36,83.26,0.55,286.51
Working Capital Days,100.26,-12.1,52.31,166.39
ROCE %,,-25.98,79.34,56.98
