,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4.32,3.03,3.59,-0.23
Cash from Investing Activity,-0.65,-3.67,3.16,-0.33
Cash from Financing Activity,-3.37,0.43,2.9,-8.78
Net Cash Flow,0.3,-0.21,9.65,-9.35
