,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,147.61,77.02,400.61,0.00,,,0.00,0.00,0.00
Inventory Days,,0.00,149.88,156.43,0.00,,,0.00,0.00,0.00
Days Payable,,,0.0,0.0,,,,,,
Cash Conversion Cycle,,147.61,226.9,557.04,0.00,,,0.00,0.00,0.00
Working Capital Days,,300.59,328.17,636.52,1803.53,,,-162.85,-298.64,-136.75
ROCE %,,0.00,3.23,0.0,-1.95,-0.66,-1.66,10.63,18.91,1.06
