,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-14,-5,11,-4,-4,-12,6,-4,6,-10,-8
Cash from Investing Activity,-4,-3,0,-2,-1,0,0,0,0,-2,0
Cash from Financing Activity,18,8,-10,6,5,12,-7,4,-5,12,8
Net Cash Flow,0,0,0,0,0,0,0,0,0,0,0
