,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.3,3.3,3.3,9.95,13.95
Reserves,3.94,4.06,4.1,0.73,9.5
Borrowings,4.53,5.52,5.3,4.93,5.52
Other Liabilities,2.24,1.01,0.86,2.07,1.97
Total Liabilities,14.01,13.89,13.56,17.68,30.94
Fixed Assets,2.13,1.87,1.65,1.51,1.44
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,11.88,12.02,11.91,16.17,29.5
Total Assets,14.01,13.89,13.56,17.68,30.94
