,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,4.95,4.1,8.21,7.65
Expenses,4.56,2.99,6.74,6.26
Operating Profit,0.39,1.11,1.47,1.39
OPM %,7.88,27.07,17.9,18.17
Other Income,-0.0,-0.0,0.02,0.11
Interest,0.25,0.32,0.33,0.38
Depreciation,0.11,0.08,0.08,0.08
Profit before tax,0.03,0.71,1.08,1.04
Tax %,33.33,21.13,35.19,25.96
Net Profit,0.02,0.55,0.69,0.77
EPS in Rs,0.06,1.67,0.69,0.55
