,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,273.29,279.91,347.67,354.93,298.19,337.26,374.33,452.57,356.41,392.35,446.3,484.14,307.61
Expenses,242.31,265.39,319.91,319.81,288.49,321.68,365.77,418.87,350.12,374.58,436.53,463.88,309.3
Operating Profit,30.98,14.52,27.76,35.12,9.7,15.58,8.56,33.7,6.29,17.77,9.77,20.26,-1.69
OPM %,11.34,5.19,7.98,9.89,3.25,4.62,2.29,7.45,1.76,4.53,2.19,4.18,-0.55
Other Income,3.51,1.68,2.63,3.42,13.88,3.46,8.59,10.66,8.66,1.04,20.24,12.49,6.82
Interest,0.77,0.61,1.03,0.64,0.45,0.62,1.44,1.57,1.59,2.23,26.12,2.67,2.54
Depreciation,6.28,6.46,6.4,6.61,6.68,6.98,8.37,8.54,8.48,8.37,8.39,7.85,8.24
Profit before tax,27.44,9.13,22.96,31.29,16.45,11.44,7.34,34.25,4.88,8.21,-4.5,22.23,-5.65
Tax %,34.84,41.07,46.73,34.96,36.05,37.15,17.98,38.1,33.61,39.46,387.78,20.87,-3.36
Net Profit,17.88,5.38,12.23,20.35,10.52,7.19,6.02,21.2,3.24,4.97,12.95,17.58,-5.84
EPS in Rs,11.43,3.44,7.82,13.01,6.73,4.6,3.84,13.52,2.06,3.16,8.23,11.17,-3.7
