,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,101.41,85.65,42.58,15.13,25.91
Expenses,97.29,78.33,34.96,12.01,18.82
Operating Profit,4.12,7.32,7.62,3.12,7.09
OPM %,4.06,8.55,17.9,20.62,27.36
Other Income,0.0,0.17,0.05,0.03,0.0
Interest,0.0,0.0,0.0,0.0,0.0
Depreciation,0.02,0.11,0.16,0.16,0.15
Profit before tax,4.1,7.38,7.51,2.99,6.94
Tax %,24.88,18.56,18.38,20.4,25.5
Net Profit,3.07,6.01,6.13,2.37,5.17
EPS in Rs,7.69,12.67,12.51,4.84,10.57
