,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,25.25,25.25,25.25,25.25,25.25,25.25,25.25,25.25
Public,74.75,74.75,74.75,74.75,74.75,74.75,74.75,74.75
No. of Shareholders,497.0,497.0,542.0,568.0,572.0,583.0,588.0,760.0
