,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,25,25,25
Reserves,961,1148,1441,1644,1559
Borrowings,264,268,499,824,854
Other Liabilities,407,533,832,705,499
Total Liabilities,1657,1974,2798,3198,2937
Fixed Assets,481,634,911,1166,1149
CWIP,101,112,188,356,461
Investments,191,304,211,183,167
Other Assets,885,924,1487,1494,1161
Total Assets,1657,1974,2798,3198,2937
