,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,51.51,49.36,49.41,49.29,49.37,49.37,49.48,49.5,49.32
FIIs,1.34,1.25,1.25,1.44,1.64,1.57,1.53,1.5,1.34
DIIs,0.0,0.0,0.0,0.0,0.08,0.34,0.45,0.45,0.61
Government,0.0,0.0,0.04,0.05,0.05,0.05,0.05,0.04,0.04
Public,47.14,49.38,49.29,49.23,48.87,48.69,48.5,48.51,48.69
No. of Shareholders,118978.0,126614.0,127306.0,129406.0,130992.0,128507.0,127198.0,131336.0,140672.0
