,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,427.0,448.0,463.0,498.0,548.0,640.0,812.0,783.0,646.0,549.0,574.0,426.0,379.0
Expenses,325.0,357.0,428.0,410.0,470.0,562.0,678.0,652.0,567.0,497.0,496.0,448.0,371.0
Operating Profit,101.0,90.0,35.0,88.0,78.0,78.0,134.0,132.0,78.0,53.0,78.0,-22.0,8.0
OPM %,24.0,20.0,8.0,18.0,14.0,12.0,16.0,17.0,12.0,10.0,14.0,-5.0,2.0
Other Income,1.0,10.0,18.0,28.0,21.0,26.0,27.0,38.0,26.0,24.0,27.0,7.0,12.0
Interest,2.0,12.0,-9.0,9.0,-4.0,-3.0,7.0,9.0,-3.0,43.0,16.0,4.0,13.0
Depreciation,12.0,12.0,14.0,15.0,15.0,15.0,17.0,18.0,18.0,18.0,23.0,24.0,23.0
Profit before tax,88.0,76.0,48.0,92.0,88.0,93.0,136.0,142.0,89.0,15.0,67.0,-43.0,-16.0
Tax %,26.0,26.0,25.0,25.0,26.0,26.0,25.0,23.0,25.0,46.0,19.0,20.0,3.0
Net Profit,66.0,56.0,36.0,69.0,65.0,68.0,102.0,109.0,66.0,8.0,54.0,-34.0,-15.0
EPS in Rs,13110.0,11180.0,7206.0,2.7,2.57,2.69,4.02,4.29,2.6,0.33,2.13,-1.36,-0.6
